날짜,순위,제목,가수
2023-04-29,34,밤이 무서워요 (Lonely Night),주주 시크릿
2023-04-29,35,ELEVEN,IVE (아이브)
2023-04-29,36,너의 모든 순간,성시경
2023-04-29,37,Poppy (Korean Ver.),STAYC(스테이씨)
2023-04-29,38,FEARLESS,LE SSERAFIM (르세라핌)
2023-04-29,39,Candy,NCT DREAM
2023-04-29,40,Pink Venom,BLACKPINK
2023-04-29,41,That's Hilarious,Charlie Puth(찰리 푸스)
2023-04-29,42,그라데이션,10CM
2023-04-29,43,Cookie,NewJeans
2023-04-29,44,Nostalgia,우디(Woody)
2023-04-29,45,STAY,The Kid LAROI
2023-04-29,46,나의 마음에 (Seed),태양
2023-04-29,47,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2023-04-29,48,TOMBOY,(여자)아이들
2023-04-29,49,다정히 내 이름을 부르면,경서예지
2023-04-29,50,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2023-04-29,51,Nxde,(여자)아이들
2023-04-29,52,Heaven(2023),임재현
2023-04-29,53,Off My Face,Justin Bieber(저스틴 비버)
2023-04-29,54,Chase Love Hard (Feat. 황민현),볼빨간사춘기
2023-04-29,55,Monologue,테이(Tei)
2023-04-29,56,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스)
2023-04-29,57,Say I Love You,우디(Woody)
2023-04-29,58,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO)
2023-04-29,59,Unholy,Sam Smith(샘 스미스)
2023-04-29,60,취중고백,김민석 (멜로망스)
2023-04-29,61,주저하는 연인들을 위해,잔나비
2023-04-29,62,사랑은 늘 도망가,임영웅
2023-04-29,63,해요 (2022),#안녕
2023-04-29,64,Expectations,Anne-Marie(앤 마리)
2023-04-29,65,나의 X에게,경서
2023-04-29,66,드라마,아이유(IU)
2023-04-29,67,WHEN I MOVE,카라(Kara)
2023-04-29,68,Perfume,NCT 도재정
2023-04-29,69,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2023-04-29,70,딱 10CM만,10CM
2023-04-29,71,Love story,볼빨간사춘기
2023-04-29,72,Rush Hour (Feat. j-hope of BTS),Crush
2023-04-29,73,슝! (feat. LISA of BLACKPINK),태양
2023-04-29,74,strawberry moon,아이유(IU)
2023-04-29,75,사람 Pt.2 (feat. 아이유),Agust D
2023-04-29,76,Feel My Rhythm,Red Velvet (레드벨벳)
2023-04-29,77,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2023-04-29,78,INVU,태연 (TAEYEON)
2023-04-29,79,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지
2023-04-29,80,Left and Right (Feat. Jung Kook of BTS),Charlie Puth(찰리 푸스)
2023-04-29,81,LOVE me,BE'O (비오)
2023-04-29,82,Say My Name,Say Yes!
2023-04-29,83,F*ck My Life,세븐틴(SEVENTEEN)
2023-04-29,84,Dynamite,방탄소년단
2023-04-29,85,내가 아니라도,주호
2023-04-29,86,Made You Look,Meghan Trainor(메간 트레이너)
2023-04-29,87,Anti-Hero,Taylor Swift(테일러 스위프트)
2023-04-29,88,자격지심 (Feat. ZICO),BE'O (비오)
2023-04-29,89,도깨비불 (Illusion),aespa
2023-04-29,90,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (feat. FIFA Sound),정국
2023-04-29,91,사랑하기 싫어,지아(Zia)
2023-04-29,92,"Young, Dumb, Stupid",NMIXX
2023-04-29,93,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현)
2023-04-29,94,Blue Blood,IVE (아이브)
2023-04-29,95,Higher,FIFTY FIFTY
2023-04-29,96,사랑이 이별이 돼 가는 모습이,볼빨간사춘기
2023-04-29,97,Hurt,NewJeans
2023-04-29,98,보고싶었어,WSG워너비(4FIRE)
2023-04-29,99,청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그(Standing Egg)
2023-04-29,100,Lips,IVE (아이브)
2023-04-30,1,I AM,IVE (아이브)
2023-04-30,2,Kitsch,IVE (아이브)
2023-04-30,3,꽃,지수(JISOO)
2023-04-30,4,Cupid,FIFTY FIFTY
2023-04-30,5,손오공,세븐틴(SEVENTEEN)
2023-04-30,6,Ditto,NewJeans
2023-04-30,7,Hype Boy,NewJeans
2023-04-30,8,Teddy Bear,STAYC(스테이씨)
2023-04-30,9,OMG,NewJeans
2023-04-30,10,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키)
2023-04-30,11,Love Me Like This,NMIXX
2023-04-30,12,사건의 지평선,윤하(Younha/ユンナ)
2023-04-30,13,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2023-04-30,14,Attention,NewJeans
2023-04-30,15,After LIKE,IVE (아이브)
2023-04-30,16,CHRISTIAN,지올팍(Zior Park)
2023-04-30,17,파이팅 해야지 (Feat. 이영지),부석순(SEVENTEEN)
2023-04-30,18,LOVE DIVE,IVE (아이브)
2023-04-30,19,물론,허각
2023-04-30,20,ANTIFRAGILE,LE SSERAFIM (르세라핌)
2023-04-30,21,Dangerously,Charlie Puth(찰리 푸스)
2023-04-30,22,헤어지자 말해요,박재정
2023-04-30,23,KNOCK,이채연
2023-04-30,24,FRIEND THE END,볼빨간사춘기
2023-04-30,25,심(心),DK(디셈버)
2023-04-30,26,Cupid (Twin Ver.),FIFTY FIFTY
2023-04-30,27,한 페이지가 될 수 있게,DAY6 (데이식스)
2023-04-30,28,Shut Down,BLACKPINK
2023-04-30,29,When I Get Old,Christopher(크리스토퍼)
2023-04-30,30,오르트구름,윤하(Younha/ユンナ)
2023-04-30,31,사랑인가 봐,멜로망스(MeloMance)
2023-04-30,32,빛이 나는 너에게,던 (DAWN)
2023-04-30,33,Poppy (Korean Ver.),STAYC(스테이씨)
2023-04-30,34,ELEVEN,IVE (아이브)
2023-04-30,35,VIBE (feat. Jimin of BTS),태양
2023-04-30,36,FEARLESS,LE SSERAFIM (르세라핌)
2023-04-30,37,Pink Venom,BLACKPINK
2023-04-30,38,밤이 무서워요 (Lonely Night),주주 시크릿
2023-04-30,39,Candy,NCT DREAM
2023-04-30,40,너의 모든 순간,성시경
2023-04-30,41,That's Hilarious,Charlie Puth(찰리 푸스)
2023-04-30,42,그라데이션,10CM
2023-04-30,43,Heaven(2023),임재현
2023-04-30,44,Cookie,NewJeans
2023-04-30,45,STAY,The Kid LAROI
2023-04-30,46,나의 마음에 (Seed),태양
2023-04-30,47,TOMBOY,(여자)아이들
2023-04-30,48,Nostalgia,우디(Woody)
2023-04-30,49,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2023-04-30,50,다정히 내 이름을 부르면,경서예지
2023-04-30,51,Nxde,(여자)아이들
2023-04-30,52,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO)
2023-04-30,53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2023-04-30,54,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스)
2023-04-30,55,Chase Love Hard (Feat. 황민현),볼빨간사춘기
2023-04-30,56,Off My Face,Justin Bieber(저스틴 비버)
2023-04-30,57,Perfume,NCT 도재정
2023-04-30,58,Monologue,테이(Tei)
2023-04-30,59,Say I Love You,우디(Woody)
2023-04-30,60,Unholy,Sam Smith(샘 스미스)
2023-04-30,61,Expectations,Anne-Marie(앤 마리)
2023-04-30,62,주저하는 연인들을 위해,잔나비
2023-04-30,63,드라마,아이유(IU)
2023-04-30,64,사랑은 늘 도망가,임영웅
2023-04-30,65,나의 X에게,경서
2023-04-30,66,Rush Hour (Feat. j-hope of BTS),Crush
2023-04-30,67,해요 (2022),#안녕
2023-04-30,68,취중고백,김민석 (멜로망스)
2023-04-30,69,안녕이라고 말하지마,V.O.S.
2023-04-30,70,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2023-04-30,71,F*ck My Life,세븐틴(SEVENTEEN)
2023-04-30,72,Feel My Rhythm,Red Velvet (레드벨벳)
2023-04-30,73,strawberry moon,아이유(IU)
2023-04-30,74,딱 10CM만,10CM
2023-04-30,75,WHEN I MOVE,카라(Kara)
2023-04-30,76,슝! (feat. LISA of BLACKPINK),태양
2023-04-30,77,Say My Name,Say Yes!
2023-04-30,78,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지
2023-04-30,79,INVU,태연 (TAEYEON)
2023-04-30,80,Love story,볼빨간사춘기
2023-04-30,81,사람 Pt.2 (feat. 아이유),Agust D
2023-04-30,82,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2023-04-30,83,Left and Right (Feat. Jung Kook of BTS),Charlie Puth(찰리 푸스)
2023-04-30,84,Dynamite,방탄소년단
2023-04-30,85,LOVE me,BE'O (비오)
2023-04-30,86,자격지심 (Feat. ZICO),BE'O (비오)
2023-04-30,87,내가 아니라도,주호
2023-04-30,88,도깨비불 (Illusion),aespa
2023-04-30,89,Anti-Hero,Taylor Swift(테일러 스위프트)
2023-04-30,90,Blue Blood,IVE (아이브)
2023-04-30,91,Made You Look,Meghan Trainor(메간 트레이너)
2023-04-30,92,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (feat. FIFA Sound),정국
2023-04-30,93,"Young, Dumb, Stupid",NMIXX
2023-04-30,94,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현)
2023-04-30,95,사랑하기 싫어,지아(Zia)
2023-04-30,96,Higher,FIFTY FIFTY
2023-04-30,97,Hurt,NewJeans
2023-04-30,98,Lips,IVE (아이브)
2023-04-30,99,그댄 행복에 살텐데 (2022),최유리
2023-04-30,100,청소 (여름날 우리 X 스탠딩 에그),스탠딩 에그(Standing Egg)
2023-05-01,1,I AM,IVE (아이브)
2023-05-01,2,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌)
2023-05-01,3,Kitsch,IVE (아이브)
2023-05-01,4,꽃,지수(JISOO)
2023-05-01,5,Cupid,FIFTY FIFTY
2023-05-01,6,손오공,세븐틴(SEVENTEEN)
2023-05-01,7,Ditto,NewJeans
2023-05-01,8,Hype Boy,NewJeans
2023-05-01,9,Teddy Bear,STAYC(스테이씨)
2023-05-01,10,OMG,NewJeans
2023-05-01,11,Love Me Like This,NMIXX
2023-05-01,12,KNOCK,이채연
2023-05-01,13,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키)
2023-05-01,14,사건의 지평선,윤하(Younha/ユンナ)
2023-05-01,15,물론,허각
2023-05-01,16,Attention,NewJeans
2023-05-01,17,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2023-05-01,18,After LIKE,IVE (아이브)
2023-05-01,19,파이팅 해야지 (Feat. 이영지),부석순(SEVENTEEN)
2023-05-01,20,CHRISTIAN,지올팍(Zior Park)
2023-05-01,21,헤어지자 말해요,박재정
2023-05-01,22,LOVE DIVE,IVE (아이브)
2023-05-01,23,ANTIFRAGILE,LE SSERAFIM (르세라핌)
2023-05-01,24,Dangerously,Charlie Puth(찰리 푸스)
2023-05-01,25,FRIEND THE END,볼빨간사춘기
2023-05-01,26,Cupid (Twin Ver.),FIFTY FIFTY
2023-05-01,27,심(心),DK(디셈버)
2023-05-01,28,When I Get Old,Christopher(크리스토퍼)
2023-05-01,29,빛이 나는 너에게,던 (DAWN)
2023-05-01,30,한 페이지가 될 수 있게,DAY6 (데이식스)
2023-05-01,31,오르트구름,윤하(Younha/ユンナ)
2023-05-01,32,Shut Down,BLACKPINK
2023-05-01,33,사랑인가 봐,멜로망스(MeloMance)
2023-05-01,34,Poppy (Korean Ver.),STAYC(스테이씨)
2023-05-01,35,FEARLESS,LE SSERAFIM (르세라핌)
2023-05-01,36,밤이 무서워요 (Lonely Night),주주 시크릿
2023-05-01,37,VIBE (feat. Jimin of BTS),태양
2023-05-01,38,Heaven(2023),임재현
2023-05-01,39,Pink Venom,BLACKPINK
2023-05-01,40,ELEVEN,IVE (아이브)
2023-05-01,41,너의 모든 순간,성시경
2023-05-01,42,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌)
2023-05-01,43,그라데이션,10CM
2023-05-01,44,Candy,NCT DREAM
2023-05-01,45,That's Hilarious,Charlie Puth(찰리 푸스)
2023-05-01,46,나의 마음에 (Seed),태양
2023-05-01,47,Nostalgia,우디(Woody)
2023-05-01,48,Cookie,NewJeans
2023-05-01,49,STAY,The Kid LAROI
2023-05-01,50,Perfume,NCT 도재정
2023-05-01,51,TOMBOY,(여자)아이들
2023-05-01,52,Chase Love Hard (Feat. 황민현),볼빨간사춘기
2023-05-01,53,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스)
2023-05-01,54,슝! (feat. LISA of BLACKPINK),태양
2023-05-01,55,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2023-05-01,56,다정히 내 이름을 부르면,경서예지
2023-05-01,57,No-Return (Into the unknown),LE SSERAFIM (르세라핌)
2023-05-01,58,F*ck My Life,세븐틴(SEVENTEEN)
2023-05-01,59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2023-05-01,60,안녕이라고 말하지마,V.O.S.
2023-05-01,61,Nxde,(여자)아이들
2023-05-01,62,Off My Face,Justin Bieber(저스틴 비버)
2023-05-01,63,Say I Love You,우디(Woody)
2023-05-01,64,Expectations,Anne-Marie(앤 마리)
2023-05-01,65,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO)
2023-05-01,66,Monologue,테이(Tei)
2023-05-01,67,WHEN I MOVE,카라(Kara)
2023-05-01,68,Rush Hour (Feat. j-hope of BTS),Crush
2023-05-01,69,취중고백,김민석 (멜로망스)
2023-05-01,70,Feel My Rhythm,Red Velvet (레드벨벳)
2023-05-01,71,해요 (2022),#안녕
2023-05-01,72,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2023-05-01,73,Unholy,Sam Smith(샘 스미스)
2023-05-01,74,딱 10CM만,10CM
2023-05-01,75,Say My Name,Say Yes!
2023-05-01,76,드라마,아이유(IU)
2023-05-01,77,주저하는 연인들을 위해,잔나비
2023-05-01,78,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지
2023-05-01,79,사랑은 늘 도망가,임영웅
2023-05-01,80,나의 X에게,경서
2023-05-01,81,strawberry moon,아이유(IU)
2023-05-01,82,Love story,볼빨간사춘기
2023-05-01,83,INVU,태연 (TAEYEON)
2023-05-01,84,자격지심 (Feat. ZICO),BE'O (비오)
2023-05-01,85,Anti-Hero,Taylor Swift(테일러 스위프트)
2023-05-01,86,사람 Pt.2 (feat. 아이유),Agust D
2023-05-01,87,LOVE me,BE'O (비오)
2023-05-01,88,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2023-05-01,89,내가 아니라도,주호
2023-05-01,90,Higher,FIFTY FIFTY
2023-05-01,91,도깨비불 (Illusion),aespa
2023-05-01,92,Left and Right (Feat. Jung Kook of BTS),Charlie Puth(찰리 푸스)
2023-05-01,93,Dynamite,방탄소년단
2023-05-01,94,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현)
2023-05-01,95,사랑하기 싫어,지아(Zia)
2023-05-01,96,Made You Look,Meghan Trainor(메간 트레이너)
2023-05-01,97,"Young, Dumb, Stupid",NMIXX
2023-05-01,98,Blue Blood,IVE (아이브)
2023-05-01,99,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] (feat. FIFA Sound),정국
2023-05-01,100,"피어나 (Between you, me and the lamppost)",LE SSERAFIM (르세라핌)
2023-05-02,1,I AM,IVE (아이브)
2023-05-02,2,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌)
2023-05-02,3,Kitsch,IVE (아이브)
2023-05-02,4,손오공,세븐틴(SEVENTEEN)
2023-05-02,5,나의 바람 (Wind And Wish),비투비
2023-05-02,6,꽃,지수(JISOO)
2023-05-02,7,Cupid,FIFTY FIFTY
2023-05-02,8,Ditto,NewJeans
2023-05-02,9,Hype Boy,NewJeans
2023-05-02,10,Heaven,비투비
2023-05-02,11,Teddy Bear,STAYC(스테이씨)
2023-05-02,12,OMG,NewJeans
2023-05-02,13,KNOCK,이채연
2023-05-02,14,Love Me Like This,NMIXX
2023-05-02,15,Day&Night,비투비
2023-05-02,16,Moon Ride,비투비
2023-05-02,17,Your Love,비투비
2023-05-02,18,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키)
2023-05-02,19,After LIKE,IVE (아이브)
2023-05-02,20,사건의 지평선,윤하(Younha/ユンナ)
2023-05-02,21,Attention,NewJeans
2023-05-02,22,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2023-05-02,23,파이팅 해야지 (Feat. 이영지),부석순(SEVENTEEN)
2023-05-02,24,CHRISTIAN,지올팍(Zior Park)
2023-05-02,25,물론,허각
2023-05-02,26,LOVE DIVE,IVE (아이브)
2023-05-02,27,헤어지자 말해요,박재정
2023-05-02,28,ANTIFRAGILE,LE SSERAFIM (르세라핌)
2023-05-02,29,Dangerously,Charlie Puth(찰리 푸스)
2023-05-02,30,FRIEND THE END,볼빨간사춘기
2023-05-02,31,심(心),DK(디셈버)
2023-05-02,32,When I Get Old,Christopher(크리스토퍼)
2023-05-02,33,한 페이지가 될 수 있게,DAY6 (데이식스)
2023-05-02,34,Cupid (Twin Ver.),FIFTY FIFTY
2023-05-02,35,Shut Down,BLACKPINK
2023-05-02,36,오르트구름,윤하(Younha/ユンナ)
2023-05-02,37,빛이 나는 너에게,던 (DAWN)
2023-05-02,38,사랑인가 봐,멜로망스(MeloMance)
2023-05-02,39,Poppy (Korean Ver.),STAYC(스테이씨)
2023-05-02,40,ELEVEN,IVE (아이브)
2023-05-02,41,FEARLESS,LE SSERAFIM (르세라핌)
2023-05-02,42,Pink Venom,BLACKPINK
2023-05-02,43,VIBE (feat. Jimin of BTS),태양
2023-05-02,44,밤이 무서워요 (Lonely Night),주주 시크릿
2023-05-02,45,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌)
2023-05-02,46,너의 모든 순간,성시경
2023-05-02,47,Candy,NCT DREAM
2023-05-02,48,That's Hilarious,Charlie Puth(찰리 푸스)
2023-05-02,49,Heaven(2023),임재현
2023-05-02,50,그라데이션,10CM
2023-05-02,51,Perfume,NCT 도재정
2023-05-02,52,Nostalgia,우디(Woody)
2023-05-02,53,STAY,The Kid LAROI
2023-05-02,54,Cookie,NewJeans
2023-05-02,55,Welcome To MY World (Feat. nævis),aespa
2023-05-02,56,슝! (feat. LISA of BLACKPINK),태양
2023-05-02,57,TOMBOY,(여자)아이들
2023-05-02,58,Chase Love Hard (Feat. 황민현),볼빨간사춘기
2023-05-02,59,나의 마음에 (Seed),태양
2023-05-02,60,Nxde,(여자)아이들
2023-05-02,61,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2023-05-02,62,WHEN I MOVE,카라(Kara)
2023-05-02,63,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2023-05-02,64,다정히 내 이름을 부르면,경서예지
2023-05-02,65,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스)
2023-05-02,66,Monologue,테이(Tei)
2023-05-02,67,Say I Love You,우디(Woody)
2023-05-02,68,F*ck My Life,세븐틴(SEVENTEEN)
2023-05-02,69,Off My Face,Justin Bieber(저스틴 비버)
2023-05-02,70,Unholy,Sam Smith(샘 스미스)
2023-05-02,71,No-Return (Into the unknown),LE SSERAFIM (르세라핌)
2023-05-02,72,취중고백,김민석 (멜로망스)
2023-05-02,73,Expectations,Anne-Marie(앤 마리)
2023-05-02,74,Rush Hour (Feat. j-hope of BTS),Crush
2023-05-02,75,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO)
2023-05-02,76,해요 (2022),#안녕
2023-05-02,77,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2023-05-02,78,사랑은 늘 도망가,임영웅
2023-05-02,79,안녕이라고 말하지마,V.O.S.
2023-05-02,80,Feel My Rhythm,Red Velvet (레드벨벳)
2023-05-02,81,도깨비불 (Illusion),aespa
2023-05-02,82,드라마,아이유(IU)
2023-05-02,83,사람 Pt.2 (feat. 아이유),Agust D
2023-05-02,84,나의 X에게,경서
2023-05-02,85,Say My Name,Say Yes!
2023-05-02,86,딱 10CM만,10CM
2023-05-02,87,INVU,태연 (TAEYEON)
2023-05-02,88,주저하는 연인들을 위해,잔나비
2023-05-02,89,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지
2023-05-02,90,strawberry moon,아이유(IU)
2023-05-02,91,Love story,볼빨간사춘기
2023-05-02,92,Anti-Hero,Taylor Swift(테일러 스위프트)
2023-05-02,93,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2023-05-02,94,Higher,FIFTY FIFTY
2023-05-02,95,자격지심 (Feat. ZICO),BE'O (비오)
2023-05-02,96,LOVE me,BE'O (비오)
2023-05-02,97,내가 아니라도,주호
2023-05-02,98,Left and Right (Feat. Jung Kook of BTS),Charlie Puth(찰리 푸스)
2023-05-02,99,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현)
2023-05-02,100,Dynamite,방탄소년단
2023-05-03,1,I AM,IVE (아이브)
2023-05-03,2,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌)
2023-05-03,3,Kitsch,IVE (아이브)
2023-05-03,4,손오공,세븐틴(SEVENTEEN)
2023-05-03,5,꽃,지수(JISOO)
2023-05-03,6,Cupid,FIFTY FIFTY
2023-05-03,7,나의 바람 (Wind And Wish),비투비
2023-05-03,8,Ditto,NewJeans
2023-05-03,9,Hype Boy,NewJeans
2023-05-03,10,KNOCK,이채연
2023-05-03,11,Teddy Bear,STAYC(스테이씨)
2023-05-03,12,OMG,NewJeans
2023-05-03,13,Love Me Like This,NMIXX
2023-05-03,14,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키)
2023-05-03,15,사건의 지평선,윤하(Younha/ユンナ)
2023-05-03,16,Attention,NewJeans
2023-05-03,17,After LIKE,IVE (아이브)
2023-05-03,18,I Don’t Think That I Like Her,Charlie Puth(찰리 푸스)
2023-05-03,19,파이팅 해야지 (Feat. 이영지),부석순(SEVENTEEN)
2023-05-03,20,헤어지자 말해요,박재정
2023-05-03,21,CHRISTIAN,지올팍(Zior Park)
2023-05-03,22,물론,허각
2023-05-03,23,LOVE DIVE,IVE (아이브)
2023-05-03,24,ANTIFRAGILE,LE SSERAFIM (르세라핌)
2023-05-03,25,Dangerously,Charlie Puth(찰리 푸스)
2023-05-03,26,Heaven,비투비
2023-05-03,27,심(心),DK(디셈버)
2023-05-03,28,FRIEND THE END,볼빨간사춘기
2023-05-03,29,Day&Night,비투비
2023-05-03,30,When I Get Old,Christopher(크리스토퍼)
2023-05-03,31,한 페이지가 될 수 있게,DAY6 (데이식스)
2023-05-03,32,Cupid (Twin Ver.),FIFTY FIFTY
2023-05-03,33,Shut Down,BLACKPINK
2023-05-03,34,빛이 나는 너에게,던 (DAWN)
2023-05-03,35,사랑인가 봐,멜로망스(MeloMance)
2023-05-03,36,오르트구름,윤하(Younha/ユンナ)
2023-05-03,37,Moon Ride,비투비
2023-05-03,38,Your Love,비투비
2023-05-03,39,FEARLESS,LE SSERAFIM (르세라핌)
2023-05-03,40,Poppy (Korean Ver.),STAYC(스테이씨)
2023-05-03,41,밤이 무서워요 (Lonely Night),주주 시크릿
2023-05-03,42,Candy,NCT DREAM
2023-05-03,43,Pink Venom,BLACKPINK
2023-05-03,44,ELEVEN,IVE (아이브)
2023-05-03,45,VIBE (feat. Jimin of BTS),태양
2023-05-03,46,너의 모든 순간,성시경
2023-05-03,47,Heaven(2023),임재현
2023-05-03,48,That's Hilarious,Charlie Puth(찰리 푸스)
2023-05-03,49,그라데이션,10CM
2023-05-03,50,Welcome To MY World (Feat. nævis),aespa
2023-05-03,51,Perfume,NCT 도재정
2023-05-03,52,Cookie,NewJeans
2023-05-03,53,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌)
2023-05-03,54,슝! (feat. LISA of BLACKPINK),태양
2023-05-03,55,TOMBOY,(여자)아이들
2023-05-03,56,다정히 내 이름을 부르면,경서예지
2023-05-03,57,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현)
2023-05-03,58,STAY,The Kid LAROI
2023-05-03,59,Nostalgia,우디(Woody)
2023-05-03,60,Chase Love Hard (Feat. 황민현),볼빨간사춘기
2023-05-03,61,Nxde,(여자)아이들
2023-05-03,62,That’s Not How This Works (feat. Dan + Shay),Charlie Puth(찰리 푸스)
2023-05-03,63,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim)
2023-05-03,64,취중고백,김민석 (멜로망스)
2023-05-03,65,나의 마음에 (Seed),태양
2023-05-03,66,WHEN I MOVE,카라(Kara)
2023-05-03,67,Monologue,테이(Tei)
2023-05-03,68,Off My Face,Justin Bieber(저스틴 비버)
2023-05-03,69,Say I Love You,우디(Woody)
2023-05-03,70,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO)
2023-05-03,71,Unholy,Sam Smith(샘 스미스)
2023-05-03,72,F*ck My Life,세븐틴(SEVENTEEN)
2023-05-03,73,Expectations,Anne-Marie(앤 마리)
2023-05-03,74,그때 그 순간 그대로 (그그그),WSG워너비 (가야G)
2023-05-03,75,해요 (2022),#안녕
2023-05-03,76,사랑은 늘 도망가,임영웅
2023-05-03,77,Rush Hour (Feat. j-hope of BTS),Crush
2023-05-03,78,Feel My Rhythm,Red Velvet (레드벨벳)
2023-05-03,79,드라마,아이유(IU)
2023-05-03,80,도깨비불 (Illusion),aespa
2023-05-03,81,Say My Name,Say Yes!
2023-05-03,82,딱 10CM만,10CM
2023-05-03,83,나의 X에게,경서
2023-05-03,84,INVU,태연 (TAEYEON)
2023-05-03,85,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지
2023-05-03,86,주저하는 연인들을 위해,잔나비
2023-05-03,87,strawberry moon,아이유(IU)
2023-05-03,88,봄여름가을겨울 (Still Life),BIGBANG (빅뱅)
2023-05-03,89,Love story,볼빨간사춘기
2023-05-03,90,사람 Pt.2 (feat. 아이유),Agust D
2023-05-03,91,LOVE me,BE'O (비오)
2023-05-03,92,자격지심 (Feat. ZICO),BE'O (비오)
2023-05-03,93,안녕이라고 말하지마,V.O.S.
2023-05-03,94,내가 아니라도,주호
2023-05-03,95,Anti-Hero,Taylor Swift(테일러 스위프트)
2023-05-03,96,Left and Right (Feat. Jung Kook of BTS),Charlie Puth(찰리 푸스)
2023-05-03,97,Higher,FIFTY FIFTY
2023-05-03,98,사랑하기 싫어,지아(Zia)
2023-05-03,99,No-Return (Into the unknown),LE SSERAFIM (르세라핌)
2023-05-03,100,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현)
2023-05-04,1,I AM,IVE (아이브)
2023-05-04,2,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌)
2023-05-04,3,Kitsch,IVE (아이브)
2023-05-04,4,꽃,지수(JISOO)
2023-05-04,5,손오공,세븐틴(SEVENTEEN)
2023-05-04,6,Cupid,FIFTY FIFTY
2023-05-04,7,Ditto,NewJeans
2023-05-04,8,Hype Boy,NewJeans
2023-05-04,9,Teddy Bear,STAYC(스테이씨)
2023-05-04,10,OMG,NewJeans
2023-05-04,11,KNOCK,이채연
2023-05-04,12,Attention,NewJeans
2023-05-04,13,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키)
2023-05-04,14,나의 바람 (Wind And Wish),비투비
2023-05-04,15,사건의 지평선,윤하(Younha/ユンナ)
2023-05-04,16,Love Me Like This,NMIXX
2023-05-04,17,After LIKE,IVE (아이브)
